pid,ptime,src_ip_address,dst_ip_address,frame_protos,src_port,dst_port,bytes_trans,attack,protocol,Date
10.42.0.211-104.193.88.109-37723-80-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,0,TCP,08/29/19 12:36
10.42.0.211-119.167.164.34-41935-80-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,TCP,08-08-19 19:13
174.35.73.136-10.42.0.211-80-47897-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,0,UDP,08/16/19 08:37
10.42.0.151-10.42.0.1-3902-53-17,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,UDP,08-02-19 5:21
10.42.0.211-52.22.102.34-40522-443-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,0,UDP,08/19/19 19:57
172.233.128.50-10.42.0.211-80-41250-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,UDP,08/27/19 10:26
220.170.182.31-10.42.0.42-443-42105-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,0,UDP,08/29/19 20:23
10.42.0.151-13.32.243.177-39352-443-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,TCP,08/25/19 17:48
180.149.136.194-10.42.0.151-80-34443-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,TCP,08-12-19 1:13
216.58.219.238-10.42.0.151-443-42142-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,TCP,08/23/19 05:58
172.217.6.226-10.42.0.42-443-43557-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,TCP,08-08-19 19:55
10.42.0.42-54.174.199.3-47267-443-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,0,TCP,08/16/19 09:55
203.205.147.229-10.42.0.151-80-41126-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,317,1,TCP,08/14/19 19:31
172.217.10.110-10.42.0.211-443-47071-6,08:28.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,317,0,TCP,08-09-19 17:27
172.217.10.10-10.42.0.151-443-58550-6,08:29.1,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,0,TCP,08/29/19 14:01
10.42.0.211-98.139.225.43-50907-443-6,08:29.1,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,TCP,08-05-19 11:36
10.42.0.211-10.42.0.1-54560-53-17,08:29.1,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,TCP,08/22/19 17:29
10.42.0.211-10.42.0.1-42808-53-17,08:29.1,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,TCP,08/14/19 23:21
202.77.129.230-10.42.0.211-80-45631-6,08:29.1,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,0,TCP,08/31/19 21:03
157.240.2.35-10.42.0.42-80-45535-6,08:29.1,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,ICMP,08/14/19 09:28
10.42.0.211-64.71.142.124-45736-80-6,08:29.1,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,0,TCP,08/27/19 16:14
10.42.0.151-31.13.71.52-50382-80-6,08:29.1,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,TCP,08-01-19 18:50
239.255.255.250-10.42.0.1-1900-55329-17,08:29.1,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,87,0,TCP,08-02-19 15:25
10.42.0.151-104.192.108.27-49497-80-6,08:29.1,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,87,1,TCP,08-11-19 11:33
10.42.0.211-23.208.168.108-45541-443-6,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,TCP,08/24/19 13:49
10.42.0.211-10.42.0.1-2200-53-17,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,TCP,08-11-19 10:27
162.208.22.39-10.42.0.42-443-43536-6,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,0,TCP,08-04-19 7:40
180.163.255.159-10.42.0.211-80-33825-6,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,ICMP,08/29/19 00:22
10.42.0.211-31.13.65.52-51004-443-6,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,TCP,08/28/19 13:33
222.73.28.96-10.42.0.42-80-41507-6,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,ICMP,08/19/19 11:48
10.42.0.211-10.42.0.1-5265-53-17,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,0,TCP,08/22/19 21:23
10.42.0.151-10.42.0.1-2606-53-17,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,TCP,08/30/19 22:18
172.217.12.170-10.42.0.211-443-40835-6,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,TCP,08/30/19 22:18
172.217.10.67-10.42.0.151-443-38319-6,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,0,TCP,08/29/19 22:00
10.42.0.211-10.42.0.1-20606-53-17,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,317,1,TCP,08-01-19 23:25
10.42.0.211-125.88.193.226-50086-80-6,08:29.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,317,0,TCP,08-01-19 20:43
199.59.149.200-10.42.0.211-443-43798-6,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,0,TCP,08/15/19 07:55
10.42.0.211-10.42.0.1-19489-53-17,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,TCP,08-08-19 13:35
140.205.230.8-10.42.0.211-80-39943-6,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,TCP,08/27/19 05:30
203.205.158.66-10.42.0.211-80-52613-6,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,TCP,08/13/19 12:01
10.42.0.211-36.51.254.232-33795-443-6,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,0,TCP,08-03-19 10:29
173.194.205.157-10.42.0.151-443-42860-6,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,ICMP,08-03-19 10:29
172.217.10.3-10.42.0.151-443-44801-6,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,ICMP,08-09-19 20:03
10.42.0.42-54.68.36.249-53552-443-6,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,0,TCP,08-12-19 19:20
172.217.10.35-10.42.0.151-443-41984-6,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,TCP,08-07-19 10:59
172.217.10.138-10.42.0.42-443-58912-6,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,0,TCP,08/28/19 10:13
172.217.12.206-10.42.0.151-443-49055-6,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,87,1,TCP,08/24/19 07:49
192.229.173.173-10.42.0.42-80-56995-6,08:29.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,87,0,TCP,08/15/19 12:07
172.217.12.174-10.42.0.151-443-43434-6,08:29.4,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,UDP,08/15/19 17:03
203.205.158.55-10.42.0.211-80-49598-6,08:29.4,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,0,UDP,08/19/19 16:29
10.42.0.211-106.11.94.21-35631-443-6,08:29.4,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,1,UDP,08/16/19 12:59
239.255.255.250-10.42.0.1-1900-53746-17,08:29.4,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap,143,50626,1500,0,UDP,08/22/19 21:33
10.42.0.211-66.198.24.240-54466-443-6,08:29.4,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1500,1,UDP,08-10-19 12:38
206.126.112.142-10.42.0.151-443-54550-6,08:29.4,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:imap:imf:mime_multipart:data-text-lines:data,143,50626,1409,0,UDP,08-05-19 23:04
10.42.0.211-107.178.254.148-39934-443-6,08:29.4,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,143,50626,1409,1,TCP,08-11-19 15:35
172.217.3.110-10.42.0.211-443-49721-6,08:29.5,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:vssmonitoring,143,50626,40,0,TCP,08-11-19 15:35
203.130.53.126-10.42.0.211-80-34309-6,09:29.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,48,1,UDP,08-12-19 12:42
239.255.255.250-10.42.0.1-1900-47730-17,09:29.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,48,0,TCP,08/20/19 14:15
10.42.0.42-123.125.29.220-49227-80-6,09:29.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:smtp,25,1947,156,1,TCP,08/28/19 10:04
157.240.18.19-10.42.0.211-443-59001-6,09:29.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,156,0,TCP,08-03-19 8:20
169.55.67.239-10.42.0.211-5222-33478-6,09:29.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:smtp,25,1947,82,1,TCP,08/25/19 13:30
10.42.0.211-115.239.210.141-41439-443-6,09:29.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,82,0,TCP,08/27/19 12:19
180.76.147.97-10.42.0.211-80-35182-6,09:30.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,100,1,TCP,08-09-19 15:04
10.42.0.211-66.198.178.50-34773-80-6,09:30.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:smtp,25,1947,87,1,TCP,08-12-19 1:43
10.42.0.151-52.84.145.243-37785-443-6,09:30.1,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,87,1,TCP,08-12-19 18:47
10.42.0.211-58.63.236.212-46648-443-6,09:30.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:smtp,25,1947,86,0,TCP,08-03-19 11:50
180.149.153.234-10.42.0.42-80-32809-6,09:30.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,86,1,TCP,08-09-19 10:00
172.217.12.202-10.42.0.211-443-44777-6,09:30.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,25,1947,40,0,TCP,08/22/19 10:52
10.42.0.151-23.194.141.179-35736-443-6,09:30.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,40,0,TCP,08/21/19 15:43
174.35.73.174-10.42.0.211-80-35170-6,09:30.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,25,1947,40,1,TCP,08/29/19 13:11
10.42.0.211-10.42.0.1-24521-53-17,09:30.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,40,1,TCP,08-10-19 21:25
10.42.0.151-104.46.97.194-37680-443-6,09:30.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,25,1947,40,1,TCP,08/17/19 18:14
10.42.0.42-37.1.203.158-39678-443-6,09:30.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,40,0,TCP,08/28/19 14:43
10.42.0.211-10.42.0.1-49287-53-17,09:30.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,25,1947,40,1,TCP,08-04-19 10:58
203.205.179.170-10.42.0.151-80-54757-6,09:30.7,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,40,0,TCP,08/26/19 11:10
172.217.10.138-10.42.0.42-443-48551-6,09:30.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,25,1947,40,1,TCP,08-06-19 21:01
157.240.18.35-10.42.0.42-443-34599-6,09:30.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,40,0,TCP,08/15/19 12:52
10.42.0.211-104.192.110.245-49981-443-6,09:30.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,25,1947,123,1,TCP,08-09-19 3:17
10.42.0.211-125.39.133.40-50182-80-6,09:30.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:smtp,25,1947,88,1,TCP,08/24/19 07:22
172.217.6.234-10.42.0.151-443-57158-6,09:31.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,25,1947,40,1,TCP,08-05-19 10:51
151.101.1.140-10.42.0.211-443-48057-6,10:14.5,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,22632,48,0,TCP,08-10-19 22:59
10.42.0.211-31.13.80.5-57179-443-6,10:14.7,149.171.126.16,175.45.176.3,sll:ethertype:ip:tcp,80,22632,40,1,TCP,08/30/19 08:41
10.42.0.211-104.94.222.37-36007-80-6,10:33.3,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,48,1,TCP,08-12-19 20:09
172.217.6.193-10.42.0.211-443-52422-6,10:34.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:vssmonitoring,80,4833,40,1,TCP,08/30/19 16:21
10.42.0.42-106.39.169.66-36669-80-6,10:34.2,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,40,0,TCP,08/19/19 10:27
172.217.3.106-10.42.0.151-443-43050-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,1,TCP,08-07-19 9:07
10.42.0.211-10.42.0.1-16123-53-17,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,1,TCP,08/15/19 13:37
10.42.0.211-10.42.0.1-16777-53-17,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,0,TCP,08/16/19 15:39
10.42.0.151-31.13.80.5-54516-443-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,1,TCP,08-08-19 12:41
10.42.0.1-10.42.0.42-53-38378-17,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,0,TCP,08/21/19 19:59
172.217.3.98-10.42.0.211-443-55007-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,0,TCP,08-11-19 12:12
10.42.0.211-10.42.0.1-45870-53-17,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,1,TCP,08-04-19 0:00
10.42.0.211-103.235.46.211-56340-443-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,1,TCP,08-09-19 21:53
10.42.0.211-69.147.82.61-42673-443-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,1,TCP,08/19/19 16:26
10.42.0.211-98.139.183.24-35922-443-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,0,TCP,08/27/19 17:16
10.42.0.211-123.125.115.164-33700-443-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,1,TCP,08/15/19 20:42
1.31.173.114-10.42.0.151-80-37019-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,1,TCP,08-07-19 23:12
162.208.22.39-10.42.0.42-443-55491-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,0,TCP,08-08-19 17:28
172.217.12.206-10.42.0.211-443-35299-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,1,TCP,08/23/19 19:47
10.42.0.211-10.42.0.1-12488-53-17,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,0,TCP,08/20/19 23:25
203.205.158.60-10.42.0.211-80-51680-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,1,TCP,08/20/19 13:13
10.42.0.211-98.139.225.43-50908-443-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,0,TCP,08-09-19 13:13
174.35.73.110-10.42.0.42-80-55728-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,1500,1,TCP,08-04-19 19:47
10.42.0.211-54.192.38.18-39631-443-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:http:data-text-lines,80,4833,259,0,TCP,08-08-19 19:26
10.42.0.211-121.12.98.64-51597-80-6,10:34.8,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,4833,259,1,TCP,08/31/19 19:33
10.42.0.211-10.42.0.1-22344-53-17,10:34.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:vssmonitoring,80,4833,40,0,TCP,08/28/19 17:40
172.217.3.110-10.42.0.151-443-56668-6,10:47.2,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,12406,48,1,TCP,08-09-19 18:13
216.218.254.202-10.42.0.211-123-36988-17,10:47.2,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,12406,48,0,TCP,08-09-19 18:13
172.217.10.106-10.42.0.151-443-52940-6,10:47.5,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,80,12406,40,1,ICMP,08-02-19 15:16
10.42.0.211-114.134.80.163-53789-80-6,10:47.5,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,12406,40,1,ICMP,08-05-19 16:42
198.105.244.11-10.42.0.211-80-43556-6,10:47.6,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,80,12406,40,0,ICMP,08/16/19 16:21
172.217.9.225-10.42.0.211-443-51772-6,10:47.6,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,12406,40,1,ICMP,08/31/19 20:56
172.217.12.130-10.42.0.151-443-56144-6,11:01.9,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,3935,48,1,TCP,08/14/19 19:43
10.42.0.211-10.42.0.1-11017-53-17,11:02.5,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,3935,1500,1,TCP,08/27/19 19:51
172.217.10.110-10.42.0.211-443-35316-6,11:02.5,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,3935,1500,0,TCP,08/16/19 20:05
203.90.242.126-10.42.0.211-443-56388-6,11:02.5,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp,80,3935,488,1,TCP,08/19/19 14:51
172.217.3.98-10.42.0.211-443-34371-6,11:02.7,149.171.126.16,175.45.176.1,sll:ethertype:ip:tcp:vssmonitoring,80,3935,40,1,TCP,08/19/19 14:51
172.217.11.34-10.42.0.211-443-56075-6,11:10.5,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,48,0,TCP,08-06-19 7:28
203.205.158.60-10.42.0.211-80-54837-6,11:10.5,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,48,1,TCP,08/22/19 14:17
10.42.0.151-52.84.134.65-43791-443-6,11:10.9,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,40,0,TCP,08/30/19 14:27
10.42.0.151-52.84.134.181-48079-443-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,UDP,08-12-19 14:17
10.42.0.211-123.125.115.164-40314-443-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,UDP,08-02-19 17:05
162.208.22.39-10.42.0.151-443-60978-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,UDP,08-10-19 11:44
216.58.219.206-10.42.0.211-443-36468-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,UDP,08-05-19 22:07
10.42.0.211-120.27.153.169-34385-80-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,UDP,08/24/19 02:09
222.73.28.96-10.42.0.211-80-38327-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08/18/19 18:40
198.11.189.2-10.42.0.211-443-42564-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,TCP,08-12-19 23:46
180.163.255.159-10.42.0.42-80-57355-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,UDP,08/27/19 15:27
10.42.0.211-10.42.0.1-25677-53-17,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,TCP,08/17/19 12:11
182.22.120.247-10.42.0.151-443-34854-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,UDP,08-08-19 21:35
172.217.6.227-10.42.0.42-443-58366-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,TCP,08/27/19 08:18
192.229.163.180-10.42.0.151-443-38843-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08/27/19 19:56
10.42.0.211-64.71.142.124-38590-443-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,ICMP,08/22/19 20:16
10.42.0.151-121.12.98.64-59147-80-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,ICMP,08-04-19 16:41
172.217.11.42-10.42.0.211-443-35602-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,TCP,08-03-19 15:23
172.217.12.202-10.42.0.42-443-58514-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08/23/19 00:38
10.42.0.151-123.125.115.164-47269-443-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,TCP,08/28/19 15:15
10.42.0.151-101.251.204.125-42896-80-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08/18/19 16:58
10.42.0.211-69.147.82.60-39838-443-6,11:11.1,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,363,1,TCP,08-09-19 20:28
10.42.0.151-52.84.7.162-38820-80-6,11:11.2,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,TCP,08/13/19 16:22
169.47.42.121-10.42.0.211-5222-55769-6,11:11.2,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08/30/19 11:41
192.229.173.173-10.42.0.211-80-44546-6,11:11.2,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08-03-19 22:22
10.42.0.151-10.42.0.1-2142-53-17,11:11.2,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,TCP,08/30/19 12:17
169.45.248.175-10.42.0.151-5222-48743-6,11:11.2,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08/15/19 16:03
172.217.6.225-10.42.0.211-443-59395-6,11:11.2,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08-06-19 2:43
10.42.0.211-23.34.19.143-60325-80-6,11:11.2,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,TCP,08-01-19 8:46
172.217.10.74-10.42.0.42-443-60125-6,11:11.2,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08-05-19 18:26
172.217.12.174-10.42.0.151-443-35389-6,11:11.2,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,80,42131,41,0,TCP,08-01-19 17:06
10.42.0.211-123.125.29.220-35702-80-6,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08-07-19 13:34
10.42.0.211-10.42.0.1-29132-53-17,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08/20/19 19:13
180.149.136.194-10.42.0.211-443-42020-6,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,TCP,08-07-19 10:43
172.217.6.227-10.42.0.151-443-54903-6,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08/21/19 19:34
172.217.11.35-10.42.0.151-443-48861-6,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08/16/19 01:17
10.42.0.211-121.12.98.63-53497-80-6,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,TCP,08/29/19 06:24
172.217.10.14-10.42.0.151-443-60912-6,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08-09-19 2:33
10.42.0.1-10.42.0.42-53-41101-17,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,0,TCP,08/21/19 17:15
174.35.73.107-10.42.0.211-80-39171-6,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08-07-19 15:27
203.205.151.47-10.42.0.151-80-58562-6,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08-06-19 16:22
10.42.0.151-103.7.30.118-41353-80-6,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,1500,1,TCP,08/22/19 09:04
172.217.12.195-10.42.0.211-443-56218-6,11:11.3,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,363,1,TCP,08/25/19 16:35
10.42.0.211-66.198.178.90-33618-80-6,11:11.5,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:http:data-text-lines,80,42131,724,1,TCP,08-04-19 8:05
10.42.0.211-10.42.0.1-50779-53-17,11:11.5,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp,80,42131,724,1,TCP,08/13/19 10:17
10.42.0.211-106.39.162.36-54105-80-6,11:11.6,149.171.126.16,175.45.176.0,sll:ethertype:ip:tcp:vssmonitoring,80,42131,40,0,TCP,08-08-19 19:22
